buying,maint,doors,persons,lug_boot,safety,class
1.0,1.0,5.0,2,0.0,2.0,0
1.0,1.0,5.0,2,1.0,0.0,0
1.0,1.0,5.0,2,1.0,1.0,0
1.0,1.0,5.0,2,1.0,2.0,0
1.0,1.0,5.0,2,2.0,0.0,0
1.0,1.0,5.0,2,2.0,1.0,0
1.0,1.0,5.0,2,2.0,2.0,0
1.0,1.0,5.0,4,0.0,0.0,0
1.0,1.0,5.0,4,0.0,1.0,1
1.0,1.0,5.0,4,0.0,2.0,1
1.0,1.0,5.0,4,1.0,0.0,0
1.0,1.0,5.0,4,1.0,1.0,1
1.0,1.0,5.0,4,1.0,2.0,1
1.0,1.0,5.0,4,2.0,0.0,0
1.0,1.0,5.0,4,2.0,1.0,1
1.0,1.0,5.0,4,2.0,2.0,1
1.0,1.0,5.0,6,0.0,0.0,0
1.0,1.0,5.0,6,0.0,1.0,1
1.0,1.0,5.0,6,0.0,2.0,1
1.0,1.0,5.0,6,1.0,0.0,0
1.0,1.0,5.0,6,1.0,1.0,1
1.0,1.0,5.0,6,1.0,2.0,1
1.0,1.0,5.0,6,2.0,0.0,0
1.0,1.0,5.0,6,2.0,1.0,1
1.0,1.0,5.0,6,2.0,2.0,1
1.0,0.0,2.0,2,0.0,0.0,0
1.0,0.0,2.0,2,0.0,1.0,0
1.0,0.0,2.0,2,0.0,2.0,0
1.0,0.0,2.0,2,1.0,0.0,0
1.0,0.0,2.0,2,1.0,1.0,0
1.0,0.0,2.0,2,1.0,2.0,0
1.0,0.0,2.0,2,2.0,0.0,0
1.0,0.0,2.0,2,2.0,1.0,0
1.0,0.0,2.0,2,2.0,2.0,0
1.0,0.0,2.0,4,0.0,0.0,0
1.0,0.0,2.0,4,0.0,1.0,1
1.0,0.0,2.0,4,0.0,2.0,1
1.0,0.0,2.0,4,1.0,0.0,0
1.0,0.0,2.0,4,1.0,1.0,1
1.0,0.0,2.0,4,1.0,2.0,1
1.0,0.0,2.0,4,2.0,0.0,0
1.0,0.0,2.0,4,2.0,1.0,1
1.0,0.0,2.0,4,2.0,2.0,1
1.0,0.0,2.0,6,0.0,0.0,0
1.0,0.0,2.0,6,0.0,1.0,0
1.0,0.0,2.0,6,0.0,2.0,0
1.0,0.0,2.0,6,1.0,0.0,0
1.0,0.0,2.0,6,1.0,1.0,1
1.0,0.0,2.0,6,1.0,2.0,1
1.0,0.0,2.0,6,2.0,0.0,0
1.0,0.0,2.0,6,2.0,1.0,1
1.0,0.0,2.0,6,2.0,2.0,1
1.0,0.0,3.0,2,0.0,0.0,0
1.0,0.0,3.0,2,0.0,1.0,0
1.0,0.0,3.0,2,0.0,2.0,0
1.0,0.0,3.0,2,1.0,0.0,0
1.0,0.0,3.0,2,1.0,1.0,0
1.0,0.0,3.0,2,1.0,2.0,0
1.0,0.0,3.0,2,2.0,0.0,0
1.0,0.0,3.0,2,2.0,1.0,0
1.0,0.0,3.0,2,2.0,2.0,0
1.0,0.0,3.0,4,0.0,0.0,0
1.0,0.0,3.0,4,0.0,1.0,1
1.0,0.0,3.0,4,0.0,2.0,1
1.0,0.0,3.0,4,1.0,0.0,0
1.0,0.0,3.0,4,1.0,1.0,1
1.0,0.0,3.0,4,1.0,2.0,1
1.0,0.0,3.0,4,2.0,0.0,0
1.0,0.0,3.0,4,2.0,1.0,1
1.0,0.0,3.0,4,2.0,2.0,1
1.0,0.0,3.0,6,0.0,0.0,0
1.0,0.0,3.0,6,0.0,1.0,1
1.0,0.0,3.0,6,0.0,2.0,1
1.0,0.0,3.0,6,1.0,0.0,0
1.0,0.0,3.0,6,1.0,1.0,1
1.0,0.0,3.0,6,1.0,2.0,1
1.0,0.0,3.0,6,2.0,0.0,0
1.0,0.0,3.0,6,2.0,1.0,1
1.0,0.0,3.0,6,2.0,2.0,1
1.0,0.0,4.0,2,0.0,0.0,0
1.0,0.0,4.0,2,0.0,1.0,0
1.0,0.0,4.0,2,0.0,2.0,0
1.0,0.0,4.0,2,1.0,0.0,0
1.0,0.0,4.0,2,1.0,1.0,0
1.0,0.0,4.0,2,1.0,2.0,0
1.0,0.0,4.0,2,2.0,0.0,0
1.0,0.0,4.0,2,2.0,1.0,0
1.0,0.0,4.0,2,2.0,2.0,0
1.0,0.0,4.0,4,0.0,0.0,0
1.0,0.0,4.0,4,0.0,1.0,1
1.0,0.0,4.0,4,0.0,2.0,1
1.0,0.0,4.0,4,1.0,0.0,0
1.0,0.0,4.0,4,1.0,1.0,1
1.0,0.0,4.0,4,1.0,2.0,1
1.0,0.0,4.0,4,2.0,0.0,0
1.0,0.0,4.0,4,2.0,1.0,1
1.0,0.0,4.0,4,2.0,2.0,1
1.0,0.0,4.0,6,0.0,0.0,0
1.0,0.0,4.0,6,0.0,1.0,1
1.0,0.0,4.0,6,0.0,2.0,1
1.0,0.0,4.0,6,1.0,0.0,0
1.0,0.0,4.0,6,1.0,1.0,1
1.0,0.0,4.0,6,1.0,2.0,1
1.0,0.0,4.0,6,2.0,0.0,0
1.0,0.0,4.0,6,2.0,1.0,1
1.0,0.0,4.0,6,2.0,2.0,1
1.0,0.0,5.0,2,0.0,0.0,0
1.0,0.0,5.0,2,0.0,1.0,0
1.0,0.0,5.0,2,0.0,2.0,0
1.0,0.0,5.0,2,1.0,0.0,0
1.0,0.0,5.0,2,1.0,1.0,0
1.0,0.0,5.0,2,1.0,2.0,0
1.0,0.0,5.0,2,2.0,0.0,0
1.0,0.0,5.0,2,2.0,1.0,0
1.0,0.0,5.0,2,2.0,2.0,0
1.0,0.0,5.0,4,0.0,0.0,0
1.0,0.0,5.0,4,0.0,1.0,1
1.0,0.0,5.0,4,0.0,2.0,1
1.0,0.0,5.0,4,1.0,0.0,0
1.0,0.0,5.0,4,1.0,1.0,1
1.0,0.0,5.0,4,1.0,2.0,1
1.0,0.0,5.0,4,2.0,0.0,0
1.0,0.0,5.0,4,2.0,1.0,1
1.0,0.0,5.0,4,2.0,2.0,1
1.0,0.0,5.0,6,0.0,0.0,0
1.0,0.0,5.0,6,0.0,1.0,1
1.0,0.0,5.0,6,0.0,2.0,1
1.0,0.0,5.0,6,1.0,0.0,0
1.0,0.0,5.0,6,1.0,1.0,1
1.0,0.0,5.0,6,1.0,2.0,1
1.0,0.0,5.0,6,2.0,0.0,0
1.0,0.0,5.0,6,2.0,1.0,1
1.0,0.0,5.0,6,2.0,2.0,1
0.0,3.0,2.0,2,0.0,0.0,0
0.0,3.0,2.0,2,0.0,1.0,0
0.0,3.0,2.0,2,0.0,2.0,0
0.0,3.0,2.0,2,1.0,0.0,0
0.0,3.0,2.0,2,1.0,1.0,0
0.0,3.0,2.0,2,1.0,2.0,0
0.0,3.0,2.0,2,2.0,0.0,0
0.0,3.0,2.0,2,2.0,1.0,0
0.0,3.0,2.0,2,2.0,2.0,0
0.0,3.0,2.0,4,0.0,0.0,0
0.0,3.0,2.0,4,0.0,1.0,0
0.0,3.0,2.0,4,0.0,2.0,1
0.0,3.0,2.0,4,1.0,0.0,0
0.0,3.0,2.0,4,1.0,1.0,0
0.0,3.0,2.0,4,1.0,2.0,1
0.0,3.0,2.0,4,2.0,0.0,0
0.0,3.0,2.0,4,2.0,1.0,1
0.0,3.0,2.0,4,2.0,2.0,1
0.0,3.0,2.0,6,0.0,0.0,0
0.0,3.0,2.0,6,0.0,1.0,0
0.0,3.0,2.0,6,0.0,2.0,0
0.0,3.0,2.0,6,1.0,0.0,0
0.0,3.0,2.0,6,1.0,1.0,0
0.0,3.0,2.0,6,1.0,2.0,1
0.0,3.0,2.0,6,2.0,0.0,0
0.0,3.0,2.0,6,2.0,1.0,1
0.0,3.0,2.0,6,2.0,2.0,1
0.0,3.0,3.0,2,0.0,0.0,0
0.0,3.0,3.0,2,0.0,1.0,0
0.0,3.0,3.0,2,0.0,2.0,0
0.0,3.0,3.0,2,1.0,0.0,0
0.0,3.0,3.0,2,1.0,1.0,0
0.0,3.0,3.0,2,1.0,2.0,0
0.0,3.0,3.0,2,2.0,0.0,0
0.0,3.0,3.0,2,2.0,1.0,0
0.0,3.0,3.0,2,2.0,2.0,0
0.0,3.0,3.0,4,0.0,0.0,0
0.0,3.0,3.0,4,0.0,1.0,0
0.0,3.0,3.0,4,0.0,2.0,1
0.0,3.0,3.0,4,1.0,0.0,0
0.0,3.0,3.0,4,1.0,1.0,0
0.0,3.0,3.0,4,1.0,2.0,1
0.0,3.0,3.0,4,2.0,0.0,0
0.0,3.0,3.0,4,2.0,1.0,1
0.0,3.0,3.0,4,2.0,2.0,1
0.0,3.0,3.0,6,0.0,0.0,0
0.0,3.0,3.0,6,0.0,1.0,0
0.0,3.0,3.0,6,0.0,2.0,1
0.0,3.0,3.0,6,1.0,0.0,0
0.0,3.0,3.0,6,1.0,1.0,1
0.0,3.0,3.0,6,1.0,2.0,1
0.0,3.0,3.0,6,2.0,0.0,0
0.0,3.0,3.0,6,2.0,1.0,1
0.0,3.0,3.0,6,2.0,2.0,1
0.0,3.0,4.0,2,0.0,0.0,0
0.0,3.0,4.0,2,0.0,1.0,0
0.0,3.0,4.0,2,0.0,2.0,0
0.0,3.0,4.0,2,1.0,0.0,0
0.0,3.0,4.0,2,1.0,1.0,0
0.0,3.0,4.0,2,1.0,2.0,0
0.0,3.0,4.0,2,2.0,0.0,0
0.0,3.0,4.0,2,2.0,1.0,0
0.0,3.0,4.0,2,2.0,2.0,0
0.0,3.0,4.0,4,0.0,0.0,0
0.0,3.0,4.0,4,0.0,1.0,0
0.0,3.0,4.0,4,0.0,2.0,1
0.0,3.0,4.0,4,1.0,0.0,0
0.0,3.0,4.0,4,1.0,1.0,1
0.0,3.0,4.0,4,1.0,2.0,1
0.0,3.0,4.0,4,2.0,0.0,0
0.0,3.0,4.0,4,2.0,1.0,1
0.0,3.0,4.0,4,2.0,2.0,1
0.0,3.0,4.0,6,0.0,0.0,0
0.0,3.0,4.0,6,0.0,1.0,0
0.0,3.0,4.0,6,0.0,2.0,1
0.0,3.0,4.0,6,1.0,0.0,0
0.0,3.0,4.0,6,1.0,1.0,1
0.0,3.0,4.0,6,1.0,2.0,1
0.0,3.0,4.0,6,2.0,0.0,0
0.0,3.0,4.0,6,2.0,1.0,1
0.0,3.0,4.0,6,2.0,2.0,1
0.0,3.0,5.0,2,0.0,0.0,0
0.0,3.0,5.0,2,0.0,1.0,0
0.0,3.0,5.0,2,0.0,2.0,0
0.0,3.0,5.0,2,1.0,0.0,0
0.0,3.0,5.0,2,1.0,1.0,0
0.0,3.0,5.0,2,1.0,2.0,0
0.0,3.0,5.0,2,2.0,0.0,0
0.0,3.0,5.0,2,2.0,1.0,0
0.0,3.0,5.0,2,2.0,2.0,0
0.0,3.0,5.0,4,0.0,0.0,0
0.0,3.0,5.0,4,0.0,1.0,0
2.0,3.0,5.0,4,0.0,2.0,1
0.0,3.0,5.0,4,1.0,0.0,0
0.0,3.0,5.0,4,1.0,1.0,1
0.0,3.0,5.0,4,1.0,2.0,1
0.0,3.0,5.0,4,2.0,0.0,0
0.0,3.0,5.0,4,2.0,1.0,1
0.0,3.0,5.0,4,2.0,2.0,1
0.0,3.0,5.0,6,0.0,0.0,0
0.0,3.0,5.0,6,0.0,1.0,0
0.0,3.0,5.0,6,0.0,2.0,1
0.0,3.0,5.0,6,1.0,0.0,0
0.0,3.0,5.0,6,1.0,1.0,1
0.0,3.0,5.0,6,1.0,2.0,1
0.0,3.0,5.0,6,2.0,0.0,0
0.0,3.0,5.0,6,2.0,1.0,1
0.0,3.0,5.0,6,2.0,2.0,1
0.0,2.0,2.0,2,0.0,0.0,0
0.0,2.0,2.0,2,0.0,1.0,0
0.0,2.0,2.0,2,0.0,2.0,0
0.0,2.0,2.0,2,1.0,0.0,0
0.0,2.0,2.0,2,1.0,1.0,0
0.0,2.0,2.0,2,1.0,2.0,0
0.0,2.0,2.0,2,2.0,0.0,0
0.0,2.0,2.0,2,2.0,1.0,0
0.0,2.0,2.0,2,2.0,2.0,0
0.0,2.0,2.0,4,0.0,0.0,0
0.0,2.0,2.0,4,0.0,1.0,1
0.0,2.0,2.0,4,0.0,2.0,1
0.0,2.0,2.0,4,1.0,0.0,0
0.0,2.0,2.0,4,1.0,1.0,1
0.0,2.0,2.0,4,1.0,2.0,1
0.0,2.0,2.0,4,2.0,0.0,0
0.0,2.0,2.0,4,2.0,1.0,1
0.0,2.0,2.0,4,2.0,2.0,1
0.0,2.0,2.0,6,0.0,0.0,0
0.0,2.0,2.0,6,0.0,1.0,0
0.0,2.0,2.0,6,0.0,2.0,0
0.0,2.0,2.0,6,1.0,0.0,0
0.0,2.0,2.0,6,1.0,1.0,1
0.0,2.0,2.0,6,1.0,2.0,1
0.0,2.0,2.0,6,2.0,0.0,0
0.0,2.0,2.0,6,2.0,1.0,1
0.0,2.0,2.0,6,2.0,2.0,1
0.0,2.0,3.0,2,0.0,0.0,0
0.0,2.0,3.0,2,0.0,1.0,0
0.0,2.0,3.0,2,0.0,2.0,0
0.0,2.0,3.0,2,1.0,0.0,0
0.0,2.0,3.0,2,1.0,1.0,0
0.0,2.0,3.0,2,1.0,2.0,0
0.0,2.0,3.0,2,2.0,0.0,0
0.0,2.0,3.0,2,2.0,1.0,0
0.0,2.0,3.0,2,2.0,2.0,0
0.0,2.0,3.0,4,0.0,0.0,0
0.0,2.0,3.0,4,0.0,1.0,1
0.0,2.0,3.0,4,0.0,2.0,1
0.0,2.0,3.0,4,1.0,0.0,0
0.0,2.0,3.0,4,1.0,1.0,1
0.0,2.0,3.0,4,1.0,2.0,1
0.0,2.0,3.0,4,2.0,0.0,0
0.0,2.0,3.0,4,2.0,1.0,1
0.0,2.0,3.0,4,2.0,2.0,1
0.0,2.0,3.0,6,0.0,0.0,0
0.0,2.0,3.0,6,0.0,1.0,1
0.0,2.0,3.0,6,0.0,2.0,1
0.0,2.0,3.0,6,1.0,0.0,0
0.0,2.0,3.0,6,1.0,1.0,1
0.0,2.0,3.0,6,1.0,2.0,1
0.0,2.0,3.0,6,2.0,0.0,0
0.0,2.0,3.0,6,2.0,1.0,1
0.0,2.0,3.0,6,2.0,2.0,1
0.0,2.0,4.0,2,0.0,0.0,0
0.0,2.0,4.0,2,0.0,1.0,0
0.0,2.0,4.0,2,0.0,2.0,0
0.0,2.0,4.0,2,1.0,0.0,0
0.0,2.0,4.0,2,1.0,1.0,0
0.0,2.0,4.0,2,1.0,2.0,0
0.0,2.0,4.0,2,2.0,0.0,0
0.0,2.0,4.0,2,2.0,1.0,0
0.0,2.0,4.0,2,2.0,2.0,0
0.0,2.0,4.0,4,0.0,2.0,0
0.0,2.0,4.0,4,0.0,1.0,1
0.0,2.0,4.0,4,0.0,2.0,1
0.0,2.0,4.0,4,1.0,0.0,0
0.0,2.0,4.0,4,1.0,1.0,1
0.0,2.0,4.0,4,1.0,2.0,1
0.0,2.0,4.0,4,2.0,0.0,0
0.0,2.0,4.0,4,2.0,1.0,1
0.0,2.0,4.0,4,2.0,2.0,1
0.0,2.0,4.0,6,0.0,0.0,0
0.0,2.0,4.0,6,0.0,1.0,1
0.0,2.0,4.0,6,0.0,2.0,1
0.0,2.0,4.0,6,1.0,0.0,0
0.0,2.0,4.0,6,1.0,1.0,1
0.0,2.0,4.0,6,1.0,2.0,1
0.0,2.0,4.0,6,2.0,0.0,0
0.0,2.0,4.0,6,2.0,1.0,1
0.0,2.0,4.0,6,2.0,2.0,1
0.0,2.0,5.0,2,0.0,0.0,0
0.0,2.0,5.0,2,0.0,1.0,0
0.0,2.0,5.0,2,0.0,2.0,0
0.0,2.0,5.0,2,1.0,0.0,0
0.0,2.0,5.0,2,1.0,1.0,0
0.0,2.0,5.0,2,1.0,2.0,0
0.0,2.0,5.0,2,2.0,0.0,0
0.0,2.0,5.0,2,2.0,1.0,0
0.0,2.0,5.0,2,2.0,2.0,0
0.0,2.0,5.0,4,0.0,0.0,0
0.0,2.0,5.0,4,0.0,1.0,1
0.0,2.0,5.0,4,0.0,2.0,1
0.0,2.0,5.0,4,1.0,0.0,0
0.0,2.0,5.0,4,1.0,1.0,1
0.0,2.0,5.0,4,1.0,2.0,1
0.0,2.0,5.0,4,2.0,0.0,0
0.0,2.0,5.0,4,2.0,1.0,1
0.0,2.0,5.0,4,2.0,2.0,1
0.0,2.0,5.0,6,0.0,0.0,0
0.0,2.0,5.0,6,0.0,1.0,1
0.0,2.0,5.0,6,0.0,2.0,1
0.0,2.0,5.0,6,1.0,0.0,0
0.0,2.0,5.0,6,1.0,1.0,1
0.0,2.0,5.0,6,1.0,2.0,1
0.0,2.0,5.0,6,2.0,0.0,0
0.0,2.0,5.0,6,2.0,1.0,1
0.0,2.0,5.0,6,2.0,2.0,1
0.0,1.0,2.0,2,0.0,0.0,0
0.0,1.0,2.0,2,0.0,1.0,0
0.0,1.0,2.0,2,0.0,2.0,0
0.0,1.0,2.0,2,1.0,0.0,0
0.0,1.0,2.0,2,1.0,1.0,0
0.0,1.0,2.0,2,1.0,2.0,0
0.0,1.0,3.0,4,2.0,0.0,0
0.0,1.0,2.0,2,2.0,1.0,0
0.0,1.0,2.0,2,2.0,2.0,0
0.0,1.0,2.0,4,0.0,0.0,0
0.0,1.0,2.0,4,0.0,1.0,1
0.0,1.0,2.0,4,0.0,2.0,1
0.0,1.0,2.0,4,1.0,0.0,0
0.0,1.0,2.0,4,1.0,1.0,1
0.0,1.0,2.0,4,1.0,2.0,1
0.0,1.0,2.0,4,2.0,0.0,0
0.0,1.0,2.0,4,2.0,1.0,1
0.0,1.0,2.0,4,2.0,2.0,1
0.0,1.0,2.0,6,0.0,0.0,0
0.0,1.0,2.0,6,0.0,1.0,0
0.0,1.0,2.0,6,0.0,2.0,0
0.0,1.0,2.0,6,1.0,0.0,0
0.0,1.0,2.0,6,1.0,1.0,1
0.0,1.0,2.0,6,1.0,2.0,1
0.0,1.0,2.0,6,2.0,0.0,0
0.0,1.0,2.0,6,2.0,1.0,1
0.0,1.0,2.0,6,2.0,2.0,1
0.0,1.0,3.0,2,0.0,0.0,0
0.0,1.0,3.0,2,0.0,1.0,0
0.0,1.0,3.0,2,0.0,2.0,0
0.0,1.0,3.0,2,1.0,0.0,0
0.0,1.0,3.0,2,1.0,1.0,0
0.0,1.0,3.0,2,1.0,2.0,0
0.0,1.0,3.0,2,2.0,0.0,0
0.0,1.0,3.0,2,2.0,1.0,0
0.0,1.0,3.0,2,2.0,2.0,0
0.0,1.0,3.0,4,0.0,0.0,0
0.0,1.0,3.0,4,0.0,1.0,1
0.0,1.0,3.0,4,0.0,2.0,1
0.0,1.0,3.0,4,1.0,0.0,0
0.0,1.0,3.0,4,1.0,1.0,1
0.0,1.0,3.0,4,1.0,2.0,1
0.0,1.0,3.0,4,2.0,0.0,0
0.0,1.0,3.0,4,2.0,1.0,1
0.0,1.0,3.0,4,2.0,2.0,1
0.0,1.0,3.0,6,0.0,0.0,0
0.0,1.0,3.0,6,0.0,1.0,1
0.0,1.0,3.0,6,0.0,2.0,1
0.0,1.0,3.0,6,1.0,0.0,0
0.0,1.0,3.0,6,1.0,1.0,1
0.0,1.0,3.0,6,1.0,2.0,1
0.0,1.0,3.0,6,2.0,0.0,0
0.0,1.0,3.0,6,2.0,1.0,1
0.0,1.0,3.0,6,2.0,2.0,1
0.0,1.0,4.0,2,0.0,0.0,0
0.0,1.0,4.0,2,0.0,1.0,0
0.0,1.0,4.0,2,0.0,2.0,0
0.0,1.0,4.0,2,1.0,0.0,0
0.0,1.0,4.0,2,1.0,1.0,0
0.0,1.0,4.0,2,1.0,2.0,0
0.0,1.0,4.0,2,2.0,0.0,0
0.0,1.0,4.0,2,2.0,1.0,0
0.0,1.0,4.0,2,2.0,2.0,0
0.0,1.0,4.0,4,0.0,0.0,0
0.0,1.0,4.0,4,0.0,1.0,1
0.0,1.0,4.0,4,0.0,2.0,1
0.0,1.0,4.0,4,1.0,0.0,0
0.0,1.0,4.0,4,1.0,1.0,1
0.0,1.0,4.0,4,1.0,2.0,1
0.0,1.0,4.0,4,2.0,0.0,0
0.0,1.0,4.0,4,2.0,1.0,1
0.0,1.0,4.0,4,2.0,2.0,1
0.0,1.0,4.0,6,0.0,0.0,0
0.0,1.0,4.0,6,0.0,1.0,1
0.0,1.0,4.0,6,0.0,2.0,1
0.0,1.0,4.0,6,1.0,0.0,0
0.0,1.0,4.0,6,1.0,1.0,1
0.0,1.0,4.0,6,1.0,2.0,1
0.0,1.0,4.0,6,2.0,0.0,0
0.0,1.0,4.0,6,2.0,1.0,1
0.0,1.0,4.0,6,2.0,2.0,1
0.0,1.0,5.0,2,0.0,0.0,0
0.0,1.0,5.0,2,0.0,1.0,0
0.0,1.0,5.0,2,0.0,2.0,0
0.0,1.0,5.0,2,1.0,0.0,0
0.0,1.0,5.0,2,1.0,1.0,0
0.0,1.0,5.0,2,1.0,2.0,0
0.0,1.0,5.0,2,2.0,2.0,0
0.0,1.0,5.0,2,2.0,1.0,0
0.0,1.0,5.0,2,2.0,2.0,0
0.0,1.0,5.0,4,0.0,0.0,0
0.0,1.0,5.0,4,0.0,1.0,1
0.0,1.0,5.0,4,0.0,2.0,1
0.0,1.0,5.0,4,1.0,0.0,0
0.0,1.0,5.0,4,1.0,1.0,1
0.0,1.0,5.0,4,1.0,2.0,1
0.0,1.0,5.0,4,2.0,0.0,0
0.0,1.0,5.0,4,2.0,1.0,1
0.0,1.0,5.0,4,2.0,2.0,1
0.0,1.0,5.0,6,0.0,0.0,0
0.0,1.0,5.0,6,0.0,1.0,1
0.0,1.0,5.0,6,0.0,2.0,1
0.0,1.0,5.0,6,1.0,0.0,0
0.0,1.0,5.0,6,1.0,1.0,1
0.0,1.0,5.0,6,1.0,2.0,1
0.0,1.0,5.0,6,2.0,0.0,0
0.0,1.0,5.0,6,2.0,1.0,1
0.0,1.0,5.0,6,2.0,2.0,1
0.0,0.0,2.0,2,0.0,0.0,0
0.0,0.0,2.0,2,0.0,1.0,0
0.0,0.0,2.0,2,0.0,2.0,0
0.0,0.0,2.0,2,1.0,0.0,0
0.0,0.0,2.0,2,1.0,1.0,0
0.0,0.0,2.0,2,1.0,2.0,0
0.0,0.0,2.0,2,2.0,0.0,0
0.0,0.0,2.0,2,2.0,1.0,0
0.0,0.0,2.0,2,2.0,2.0,0
0.0,0.0,2.0,4,0.0,0.0,0
0.0,0.0,2.0,4,0.0,1.0,1
0.0,0.0,2.0,4,0.0,2.0,1
0.0,0.0,2.0,4,1.0,0.0,0
0.0,0.0,2.0,4,1.0,1.0,1
0.0,0.0,2.0,4,1.0,2.0,1
0.0,0.0,2.0,4,2.0,0.0,0
0.0,0.0,2.0,4,2.0,1.0,1
0.0,0.0,2.0,4,2.0,2.0,1
0.0,0.0,2.0,6,0.0,0.0,0
0.0,0.0,2.0,6,0.0,1.0,0
0.0,0.0,2.0,6,0.0,2.0,0
0.0,0.0,2.0,6,1.0,0.0,0
0.0,0.0,2.0,6,1.0,1.0,1
0.0,0.0,2.0,6,1.0,2.0,1
0.0,0.0,2.0,6,2.0,0.0,0
0.0,0.0,2.0,6,2.0,1.0,1
0.0,0.0,2.0,6,2.0,2.0,1
0.0,0.0,3.0,2,0.0,0.0,0
0.0,0.0,3.0,2,0.0,1.0,0
0.0,0.0,3.0,2,0.0,2.0,0
0.0,0.0,3.0,2,1.0,0.0,0
0.0,0.0,3.0,2,1.0,1.0,0
0.0,0.0,3.0,2,1.0,2.0,0
0.0,0.0,3.0,2,2.0,0.0,0
0.0,0.0,3.0,2,2.0,1.0,0
0.0,0.0,3.0,2,2.0,2.0,0
0.0,0.0,3.0,4,0.0,0.0,0
0.0,0.0,3.0,4,0.0,1.0,1
0.0,0.0,3.0,4,0.0,2.0,1
0.0,0.0,3.0,4,1.0,0.0,0
0.0,0.0,3.0,4,1.0,1.0,1
0.0,0.0,3.0,4,1.0,2.0,1
0.0,0.0,3.0,4,2.0,0.0,0
0.0,0.0,3.0,4,2.0,1.0,1
0.0,0.0,3.0,4,2.0,2.0,1
0.0,0.0,3.0,6,0.0,0.0,0
0.0,0.0,3.0,6,0.0,1.0,1
0.0,0.0,3.0,6,0.0,2.0,1
0.0,0.0,3.0,6,1.0,0.0,0
0.0,0.0,3.0,6,1.0,1.0,1
0.0,0.0,3.0,6,1.0,2.0,1
0.0,0.0,3.0,6,2.0,0.0,0
0.0,0.0,3.0,6,2.0,1.0,1
0.0,0.0,3.0,6,2.0,2.0,1
0.0,0.0,4.0,2,0.0,0.0,0
0.0,0.0,4.0,2,0.0,1.0,0
0.0,0.0,4.0,2,0.0,2.0,0
0.0,0.0,4.0,2,1.0,0.0,0
0.0,0.0,4.0,2,1.0,1.0,0
0.0,0.0,4.0,2,1.0,2.0,0
0.0,0.0,4.0,2,2.0,0.0,0
0.0,0.0,4.0,2,2.0,1.0,0
0.0,0.0,4.0,2,2.0,2.0,0
0.0,0.0,4.0,4,0.0,0.0,0
0.0,0.0,4.0,4,0.0,1.0,1
0.0,0.0,4.0,4,0.0,2.0,1
0.0,0.0,4.0,4,1.0,0.0,0
0.0,0.0,4.0,4,1.0,1.0,1
0.0,0.0,4.0,4,1.0,2.0,1
0.0,0.0,4.0,4,2.0,0.0,0
0.0,0.0,4.0,4,2.0,1.0,1
0.0,0.0,4.0,4,2.0,2.0,1
0.0,0.0,4.0,6,0.0,0.0,0
0.0,0.0,4.0,6,0.0,1.0,1
0.0,0.0,4.0,6,0.0,2.0,1
0.0,0.0,4.0,6,1.0,0.0,0
0.0,0.0,4.0,6,1.0,1.0,1
0.0,0.0,4.0,6,1.0,2.0,1
0.0,0.0,4.0,6,2.0,0.0,0
0.0,0.0,4.0,6,2.0,1.0,1
0.0,0.0,4.0,6,2.0,2.0,1
0.0,0.0,5.0,2,0.0,0.0,0
0.0,0.0,5.0,2,0.0,1.0,0
0.0,0.0,5.0,2,0.0,2.0,0
0.0,0.0,5.0,2,1.0,0.0,0
0.0,0.0,5.0,2,1.0,1.0,0
0.0,0.0,5.0,2,1.0,2.0,0
0.0,0.0,5.0,2,2.0,0.0,0
0.0,0.0,5.0,2,2.0,1.0,0
0.0,0.0,5.0,2,2.0,2.0,0
0.0,0.0,5.0,4,0.0,0.0,0
0.0,0.0,5.0,4,0.0,1.0,1
0.0,0.0,5.0,4,0.0,2.0,1
0.0,0.0,5.0,4,1.0,0.0,0
0.0,0.0,5.0,4,1.0,1.0,1
0.0,0.0,5.0,4,1.0,2.0,1
0.0,0.0,5.0,4,2.0,0.0,0
0.0,0.0,5.0,4,2.0,1.0,1
0.0,0.0,5.0,4,2.0,2.0,1
0.0,0.0,5.0,6,0.0,0.0,0
0.0,0.0,5.0,6,0.0,1.0,1
0.0,0.0,5.0,6,0.0,2.0,1
0.0,0.0,5.0,6,1.0,0.0,0
0.0,0.0,5.0,6,1.0,1.0,1
0.0,0.0,5.0,6,1.0,2.0,1
0.0,0.0,5.0,6,2.0,0.0,0
0.0,0.0,5.0,6,2.0,1.0,1
0.0,0.0,5.0,6,2.0,2.0,1
